[t21] header | probe=T21Probe 1.0.0 | started=2026-09-19T11:52:24.434Z | red=HueZhandouji | victim=T21Victim | purpose=C-11 派发序运行级观测（SanTE=9 同 tick 双写） | api-via=ServicesManager.getRegistration(RoleAPI.class)
[t21] observables | sante=RoleAPI#getPlayerSanTE（逐 tick） | stun=player.getPotionEffect(BLINDNESS|DARKNESS) | trueDamage=player.getHealth() 阶梯下降 | skill-running-proxy=SanTE 是否仍每秒 −10 | title=不在 API 观测面（客户端侧另行采）
[t21] tick=1 | ev=API_RESOLVED class=com.shadowHunterRolesPlugin.internal.api.RoleAPIImpl | registration-plugin=ShadowHunterRolesPlugin | priority=Normal
[t21] tick=1 | ev=WAIT_PLAYERS red=false victim=false
[t21] tick=101 | ev=WAIT_PLAYERS red=false victim=false
[t21] tick=201 | ev=WAIT_PLAYERS red=false victim=false
[t21] tick=301 | ev=WAIT_PLAYERS red=false victim=false
[t21] tick=361 | ev=MAX_SANTE=-78
[t21] tick=361 | ev=SET_ROLE ok=true | heldSlot=3 | victimGM=SURVIVAL | 意图：把 RedBleedPassive 的 20 tick 节拍相位钉在这一 tick
[t21] tick=362 | ev=MAX_SANTE=100
[t21] tick=362 | ev=ATTACK n=1 | 意图：写入受害者的流血层（每层每秒结算一次 ⇒ 红 +4 SanTE）
[t21] tick=372 | ev=ATTACK n=2 | 意图：写入受害者的流血层（每层每秒结算一次 ⇒ 红 +4 SanTE）
[t21] tick=382 | ev=ATTACK n=3 | 意图：写入受害者的流血层（每层每秒结算一次 ⇒ 红 +4 SanTE）
[t21] tick=412 | ev=STATE->LEARN_BLEED（等首个 +4 以钉相位）
[t21] tick=412 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=413 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=414 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=415 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=416 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=417 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=418 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=419 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=420 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=421 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=422 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=423 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=424 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=425 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=426 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=427 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=428 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=429 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=430 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
[t21] tick=431 | sante=100 | d=0 | hp=40.0 | stun=0 | state=4 | mark=none
